MesaFator	MesaNum	DataCompleta	DiaSemana	HoraCheia	MealTXT	MealBIN	ValorTotal
82	82	2016-01-05 13:26:17	Tue	13	Lunch	0	24.39
86	86	2016-01-05 13:27:34	Tue	13	Lunch	0	23.15
84	84	2016-01-05 13:28:01	Tue	13	Lunch	0	34.4
85	85	2016-01-05 13:28:38	Tue	13	Lunch	0	37.29
92	92	2016-01-05 13:32:21	Tue	13	Lunch	0	64.11
81	81	2016-01-05 13:33:44	Tue	13	Lunch	0	20.71
80	80	2016-01-05 13:34:39	Tue	13	Lunch	0	31.32
76	76	2016-01-05 13:35:19	Tue	13	Lunch	0	46
77	77	2016-01-05 13:35:46	Tue	13	Lunch	0	27.54
78	78	2016-01-05 13:36:28	Tue	13	Lunch	0	37.36
91	91	2016-01-05 13:37:14	Tue	13	Lunch	0	56.6
64	64	2016-01-05 13:42:33	Tue	13	Lunch	0	53.29
95	95	2016-01-05 13:46:40	Tue	13	Lunch	0	55.7
99	99	2016-01-05 13:56:23	Tue	13	Lunch	0	89.69
96	96	2016-01-05 14:01:27	Tue	14	Lunch	0	73.49
46	46	2016-01-05 14:05:05	Tue	14	Lunch	0	17.12
42	42	2016-01-05 14:08:43	Tue	14	Lunch	0	40.57
44	44	2016-01-05 14:08:56	Tue	14	Lunch	0	36.04
25	25	2016-01-05 14:09:04	Tue	14	Lunch	0	69.21
1	1	2016-01-05 18:59:11	Tue	18	Dinner	1	105.63
2	2	2016-01-05 19:13:33	Tue	19	Dinner	1	51.68
4	4	2016-01-05 19:25:55	Tue	19	Dinner	1	37.14
14	14	2016-01-05 19:49:34	Tue	19	Dinner	1	24.83
3	3	2016-01-05 19:53:29	Tue	19	Dinner	1	137.28
15	15	2016-01-05 19:58:24	Tue	19	Dinner	1	44.92
7	7	2016-01-05 20:06:31	Tue	20	Dinner	1	116.68
22	22	2016-01-05 20:16:12	Tue	20	Dinner	1	13.44
17	17	2016-01-05 20:22:57	Tue	20	Dinner	1	24.42
16	16	2016-01-05 20:36:46	Tue	20	Dinner	1	51.41
24	24	2016-01-05 20:38:57	Tue	20	Dinner	1	56.07
28	28	2016-01-05 20:41:29	Tue	20	Dinner	1	43.79
27	27	2016-01-05 20:45:51	Tue	20	Dinner	1	50.18
18	18	2016-01-05 20:54:28	Tue	20	Dinner	1	63.21
30	30	2016-01-05 21:03:07	Tue	21	Dinner	1	13.17
33	33	2016-01-05 21:03:41	Tue	21	Dinner	1	19.61
40	40	2016-01-05 21:04:25	Tue	21	Dinner	1	30.97
11	11	2016-01-05 21:07:13	Tue	21	Dinner	1	106.74
10	10	2016-01-05 21:08:49	Tue	21	Dinner	1	40.38
9	9	2016-01-05 21:08:59	Tue	21	Dinner	1	80.06
56	56	2016-01-05 21:11:09	Tue	21	Dinner	1	22.36
57	57	2016-01-05 21:12:25	Tue	21	Dinner	1	39.51
21	21	2016-01-05 21:20:09	Tue	21	Dinner	1	99.63
25	25	2016-01-05 21:28:02	Tue	21	Dinner	1	280.21
43	43	2016-01-05 21:29:32	Tue	21	Dinner	1	62.25
42	42	2016-01-05 21:29:41	Tue	21	Dinner	1	26.72
59	59	2016-01-05 21:35:03	Tue	21	Dinner	1	59.51
58	58	2016-01-05 21:36:02	Tue	21	Dinner	1	27.96
70	70	2016-01-05 21:36:11	Tue	21	Dinner	1	34.4
69	69	2016-01-05 21:36:20	Tue	21	Dinner	1	30.04
44	44	2016-01-05 21:40:59	Tue	21	Dinner	1	71.44
29	29	2016-01-05 21:41:09	Tue	21	Dinner	1	142.99
51	51	2016-01-05 21:51:04	Tue	21	Dinner	1	112.35
23	23	2016-01-05 21:51:46	Tue	21	Dinner	1	29.86
75	75	2016-01-05 21:52:48	Tue	21	Dinner	1	61.49
60	60	2016-01-05 21:57:54	Tue	21	Dinner	1	95.54
35	35	2016-01-05 22:03:13	Tue	22	Dinner	1	69.35
68	68	2016-01-05 22:06:09	Tue	22	Dinner	1	116.26
38	38	2016-01-05 22:07:21	Tue	22	Dinner	1	43.09
64	64	2016-01-05 22:08:12	Tue	22	Dinner	1	104.57
55	55	2016-01-05 22:08:28	Tue	22	Dinner	1	115.23
37	37	2016-01-05 22:08:38	Tue	22	Dinner	1	39.48
36	36	2016-01-05 22:08:52	Tue	22	Dinner	1	51.41
67	67	2016-01-05 22:11:51	Tue	22	Dinner	1	50.97
76	76	2016-01-05 22:12:45	Tue	22	Dinner	1	35.67
77	77	2016-01-05 22:13:35	Tue	22	Dinner	1	44
72	72	2016-01-05 22:14:48	Tue	22	Dinner	1	187.07
66	66	2016-01-05 22:15:31	Tue	22	Dinner	1	32.06
71	71	2016-01-05 22:17:38	Tue	22	Dinner	1	212.91
61	61	2016-01-05 22:18:55	Tue	22	Dinner	1	232.38
81	81	2016-01-05 22:21:46	Tue	22	Dinner	1	65.64
84	84	2016-01-05 22:24:07	Tue	22	Dinner	1	22.15
80	80	2016-01-05 22:26:13	Tue	22	Dinner	1	104.2
46	46	2016-01-05 22:27:58	Tue	22	Dinner	1	91.28
82	82	2016-01-05 22:40:12	Tue	22	Dinner	1	32.62
83	83	2016-01-05 22:40:38	Tue	22	Dinner	1	45.24
1	1	2016-01-06 12:09:30	Wed	12	Lunch	0	80.42
3	3	2016-01-06 12:12:36	Wed	12	Lunch	0	31.62
2	2	2016-01-06 12:12:42	Wed	12	Lunch	0	29.84
4	4	2016-01-06 12:12:49	Wed	12	Lunch	0	31.9
13	13	2016-01-06 12:14:02	Wed	12	Lunch	0	13.98
23	23	2016-01-06 12:21:07	Wed	12	Lunch	0	29.26
27	27	2016-01-06 12:30:06	Wed	12	Lunch	0	22.54
22	22	2016-01-06 12:31:20	Wed	12	Lunch	0	26.2
21	21	2016-01-06 12:31:41	Wed	12	Lunch	0	20.3
11	11	2016-01-06 12:35:28	Wed	12	Lunch	0	74.11
8	8	2016-01-06 12:36:33	Wed	12	Lunch	0	38.19
16	16	2016-01-06 12:39:50	Wed	12	Lunch	0	78.73
6	6	2016-01-06 12:40:00	Wed	12	Lunch	0	38.74
18	18	2016-01-06 12:40:07	Wed	12	Lunch	0	84.92
5	5	2016-01-06 12:40:15	Wed	12	Lunch	0	34.09
10	10	2016-01-06 12:40:23	Wed	12	Lunch	0	34.78
9	9	2016-01-06 12:40:30	Wed	12	Lunch	0	26.14
53	53	2016-01-06 12:44:40	Wed	12	Lunch	0	49.08
14	14	2016-01-06 12:45:21	Wed	12	Lunch	0	20.03
7	7	2016-01-06 12:45:58	Wed	12	Lunch	0	39.29
33	33	2016-01-06 12:57:46	Wed	12	Lunch	0	40.95
17	17	2016-01-06 12:57:54	Wed	12	Lunch	0	35.53
41	41	2016-01-06 12:58:13	Wed	12	Lunch	0	30.04
28	28	2016-01-06 12:58:22	Wed	12	Lunch	0	35.58
43	43	2016-01-06 12:58:33	Wed	12	Lunch	0	35.17
42	42	2016-01-06 12:58:50	Wed	12	Lunch	0	40.11
40	40	2016-01-06 12:59:04	Wed	12	Lunch	0	60.42
36	36	2016-01-06 12:59:19	Wed	12	Lunch	0	28.81
38	38	2016-01-06 12:59:28	Wed	12	Lunch	0	47.87
30	30	2016-01-06 12:59:36	Wed	12	Lunch	0	54.24
35	35	2016-01-06 12:59:51	Wed	12	Lunch	0	52.87
63	63	2016-01-06 13:01:59	Wed	13	Lunch	0	46.55
69	69	2016-01-06 13:03:40	Wed	13	Lunch	0	72.22
61	61	2016-01-06 13:04:32	Wed	13	Lunch	0	45.96
25	25	2016-01-06 13:05:37	Wed	13	Lunch	0	52.32
26	26	2016-01-06 13:06:06	Wed	13	Lunch	0	44.09
24	24	2016-01-06 13:06:46	Wed	13	Lunch	0	50.81
64	64	2016-01-06 13:07:25	Wed	13	Lunch	0	107.32
67	67	2016-01-06 13:12:11	Wed	13	Lunch	0	67.22
60	60	2016-01-06 13:13:50	Wed	13	Lunch	0	102.75
73	73	2016-01-06 13:14:40	Wed	13	Lunch	0	44.5
44	44	2016-01-06 13:19:36	Wed	13	Lunch	0	28.78
80	80	2016-01-06 13:20:52	Wed	13	Lunch	0	56.99
77	77	2016-01-06 13:22:30	Wed	13	Lunch	0	122.02
72	72	2016-01-06 13:23:15	Wed	13	Lunch	0	54.24
51	51	2016-01-06 13:23:43	Wed	13	Lunch	0	34.98
47	47	2016-01-06 13:23:51	Wed	13	Lunch	0	18.24
84	84	2016-01-06 13:25:55	Wed	13	Lunch	0	46.92
82	82	2016-01-06 13:26:06	Wed	13	Lunch	0	37.76
81	81	2016-01-06 13:26:24	Wed	13	Lunch	0	24.87
46	46	2016-01-06 13:26:32	Wed	13	Lunch	0	21.67
75	75	2016-01-06 13:29:55	Wed	13	Lunch	0	116.03
88	88	2016-01-06 13:31:40	Wed	13	Lunch	0	35.04
70	70	2016-01-06 13:32:33	Wed	13	Lunch	0	119.95
91	91	2016-01-06 13:35:50	Wed	13	Lunch	0	99.12
87	87	2016-01-06 13:39:29	Wed	13	Lunch	0	24.01
56	56	2016-01-06 13:40:32	Wed	13	Lunch	0	43.13
59	59	2016-01-06 13:42:30	Wed	13	Lunch	0	48.75
58	58	2016-01-06 13:42:41	Wed	13	Lunch	0	35.72
57	57	2016-01-06 13:42:49	Wed	13	Lunch	0	46.42
90	90	2016-01-06 13:49:18	Wed	13	Lunch	0	108.24
95	95	2016-01-06 13:50:47	Wed	13	Lunch	0	80.99
98	98	2016-01-06 13:58:33	Wed	13	Lunch	0	71.72
99	99	2016-01-06 14:00:58	Wed	14	Lunch	0	95.52
92	92	2016-01-06 14:01:56	Wed	14	Lunch	0	142.78
97	97	2016-01-06 14:02:42	Wed	14	Lunch	0	66.74
29	29	2016-01-06 14:08:49	Wed	14	Lunch	0	40.39
89	89	2016-01-06 14:54:29	Wed	14	Lunch	0	29.29
9	9	2016-01-06 19:24:44	Wed	19	Dinner	1	58.92
4	4	2016-01-06 19:26:19	Wed	19	Dinner	1	39.98
22	22	2016-01-06 19:59:20	Wed	19	Dinner	1	28.4
17	17	2016-01-06 20:01:44	Wed	20	Dinner	1	33.72
16	16	2016-01-06 20:02:52	Wed	20	Dinner	1	90.42
2	2	2016-01-06 20:08:31	Wed	20	Dinner	1	81.74
1	1	2016-01-06 20:08:50	Wed	20	Dinner	1	32.42
24	24	2016-01-06 20:11:55	Wed	20	Dinner	1	43.07
11	11	2016-01-06 20:29:21	Wed	20	Dinner	1	61.13
13	13	2016-01-06 20:35:40	Wed	20	Dinner	1	134.33
28	28	2016-01-06 20:36:01	Wed	20	Dinner	1	72.9
21	21	2016-01-06 20:36:30	Wed	20	Dinner	1	123.97
23	23	2016-01-06 20:40:21	Wed	20	Dinner	1	133.11
35	35	2016-01-06 20:52:30	Wed	20	Dinner	1	103.13
47	47	2016-01-06 20:55:00	Wed	20	Dinner	1	22.63
46	46	2016-01-06 20:55:12	Wed	20	Dinner	1	34.43
33	33	2016-01-06 20:56:05	Wed	20	Dinner	1	85.52
38	38	2016-01-06 21:04:08	Wed	21	Dinner	1	36.39
36	36	2016-01-06 21:04:17	Wed	21	Dinner	1	54.56
53	53	2016-01-06 21:14:12	Wed	21	Dinner	1	100.26
57	57	2016-01-06 21:21:10	Wed	21	Dinner	1	57
58	58	2016-01-06 21:23:06	Wed	21	Dinner	1	75.61
26	26	2016-01-06 21:25:29	Wed	21	Dinner	1	85.24
60	60	2016-01-06 21:28:21	Wed	21	Dinner	1	94.51
40	40	2016-01-06 21:29:52	Wed	21	Dinner	1	349.47
56	56	2016-01-06 21:35:12	Wed	21	Dinner	1	86.49
42	42	2016-01-06 21:38:09	Wed	21	Dinner	1	108.28
44	44	2016-01-06 21:39:01	Wed	21	Dinner	1	61.89
51	51	2016-01-06 21:40:09	Wed	21	Dinner	1	76.18
67	67	2016-01-06 21:46:20	Wed	21	Dinner	1	33.93
8	8	2016-01-06 21:47:26	Wed	21	Dinner	1	216.02
19	19	2016-01-06 21:48:53	Wed	21	Dinner	1	76.52
18	18	2016-01-06 21:49:59	Wed	21	Dinner	1	108.77
68	68	2016-01-06 22:04:04	Wed	22	Dinner	1	56.71
69	69	2016-01-06 22:23:31	Wed	22	Dinner	1	111.82
70	70	2016-01-06 22:24:15	Wed	22	Dinner	1	91.99
72	72	2016-01-06 22:31:51	Wed	22	Dinner	1	153.18
7	7	2016-01-06 22:33:07	Wed	22	Dinner	1	55.61
77	77	2016-01-06 22:44:34	Wed	22	Dinner	1	96.62
82	82	2016-01-06 22:50:20	Wed	22	Dinner	1	98
63	63	2016-01-06 22:51:12	Wed	22	Dinner	1	52.91
64	64	2016-01-06 22:51:55	Wed	22	Dinner	1	28.58
66	66	2016-01-06 22:52:37	Wed	22	Dinner	1	35.72
80	80	2016-01-06 22:55:03	Wed	22	Dinner	1	113.7
61	61	2016-01-06 23:03:13	Wed	23	Dinner	1	79.15
84	84	2016-01-06 23:10:34	Wed	23	Dinner	1	60.46
85	85	2016-01-06 23:11:13	Wed	23	Dinner	1	33.19
83	83	2016-01-06 23:12:48	Wed	23	Dinner	1	12.75
5	5	2016-01-06 23:13:37	Wed	23	Dinner	1	121.43
10	10	2016-01-06 23:13:47	Wed	23	Dinner	1	36
3	3	2016-01-06 23:13:55	Wed	23	Dinner	1	59.06
4	4	2016-01-07 12:07:43	Thu	12	Lunch	0	24.9
3	3	2016-01-07 12:14:57	Thu	12	Lunch	0	84.77
1	1	2016-01-07 12:15:06	Thu	12	Lunch	0	78.31
9	9	2016-01-07 12:16:22	Thu	12	Lunch	0	57.93
8	8	2016-01-07 12:20:15	Thu	12	Lunch	0	64.52
11	11	2016-01-07 12:26:17	Thu	12	Lunch	0	123.96
5	5	2016-01-07 12:27:57	Thu	12	Lunch	0	49.94
36	36	2016-01-07 12:32:26	Thu	12	Lunch	0	30.87
13	13	2016-01-07 12:32:57	Thu	12	Lunch	0	86.57
6	6	2016-01-07 12:34:52	Thu	12	Lunch	0	31.8
26	26	2016-01-07 12:44:34	Thu	12	Lunch	0	52.79
22	22	2016-01-07 12:45:10	Thu	12	Lunch	0	28.26
25	25	2016-01-07 12:45:21	Thu	12	Lunch	0	44.15
41	41	2016-01-07 12:46:58	Thu	12	Lunch	0	57.27
16	16	2016-01-07 12:47:46	Thu	12	Lunch	0	37.15
17	17	2016-01-07 12:48:31	Thu	12	Lunch	0	33.44
18	18	2016-01-07 12:49:26	Thu	12	Lunch	0	33.75
43	43	2016-01-07 12:51:39	Thu	12	Lunch	0	53.36
15	15	2016-01-07 12:52:48	Thu	12	Lunch	0	43.4
14	14	2016-01-07 12:52:59	Thu	12	Lunch	0	19.45
40	40	2016-01-07 12:55:04	Thu	12	Lunch	0	94.49
19	19	2016-01-07 12:55:15	Thu	12	Lunch	0	32.35
21	21	2016-01-07 12:55:27	Thu	12	Lunch	0	27.27
51	51	2016-01-07 12:56:40	Thu	12	Lunch	0	59.26
29	29	2016-01-07 12:58:25	Thu	12	Lunch	0	20.99
35	35	2016-01-07 12:59:02	Thu	12	Lunch	0	27.44
30	30	2016-01-07 13:00:29	Thu	13	Lunch	0	30.29
33	33	2016-01-07 13:00:44	Thu	13	Lunch	0	30.15
27	27	2016-01-07 13:00:51	Thu	13	Lunch	0	35.26
38	38	2016-01-07 13:03:53	Thu	13	Lunch	0	22.15
37	37	2016-01-07 13:04:06	Thu	13	Lunch	0	23.53
70	70	2016-01-07 13:09:38	Thu	13	Lunch	0	27
67	67	2016-01-07 13:10:35	Thu	13	Lunch	0	37.38
68	68	2016-01-07 13:11:13	Thu	13	Lunch	0	31.35
64	64	2016-01-07 13:11:41	Thu	13	Lunch	0	39.03
61	61	2016-01-07 13:12:27	Thu	13	Lunch	0	30.25
81	81	2016-01-07 13:14:00	Thu	13	Lunch	0	30.39
78	78	2016-01-07 13:14:42	Thu	13	Lunch	0	43.15
60	60	2016-01-07 13:15:49	Thu	13	Lunch	0	48.12
42	42	2016-01-07 13:16:28	Thu	13	Lunch	0	32.9
28	28	2016-01-07 13:17:00	Thu	13	Lunch	0	26.72
80	80	2016-01-07 13:20:38	Thu	13	Lunch	0	58.82
56	56	2016-01-07 13:20:59	Thu	13	Lunch	0	30.87
44	44	2016-01-07 13:21:07	Thu	13	Lunch	0	31.14
55	55	2016-01-07 13:21:15	Thu	13	Lunch	0	35.26
47	47	2016-01-07 13:21:23	Thu	13	Lunch	0	20
46	46	2016-01-07 13:21:31	Thu	13	Lunch	0	26.58
63	63	2016-01-07 13:21:48	Thu	13	Lunch	0	25.93
66	66	2016-01-07 13:21:56	Thu	13	Lunch	0	41.4
24	24	2016-01-07 13:26:24	Thu	13	Lunch	0	35.91
69	69	2016-01-07 13:27:55	Thu	13	Lunch	0	68.04
84	84	2016-01-07 13:28:38	Thu	13	Lunch	0	63.87
23	23	2016-01-07 13:29:23	Thu	13	Lunch	0	38.89
92	92	2016-01-07 13:31:53	Thu	13	Lunch	0	18.11
90	90	2016-01-07 13:32:39	Thu	13	Lunch	0	56.9
88	88	2016-01-07 13:34:10	Thu	13	Lunch	0	77.35
71	71	2016-01-07 13:34:37	Thu	13	Lunch	0	40.03
73	73	2016-01-07 13:35:44	Thu	13	Lunch	0	30.94
72	72	2016-01-07 13:36:24	Thu	13	Lunch	0	35.85
59	59	2016-01-07 13:39:39	Thu	13	Lunch	0	13.14
83	83	2016-01-07 13:42:08	Thu	13	Lunch	0	28.09
82	82	2016-01-07 13:42:28	Thu	13	Lunch	0	41.81
57	57	2016-01-07 13:42:46	Thu	13	Lunch	0	36.78
58	58	2016-01-07 13:42:55	Thu	13	Lunch	0	31.11
77	77	2016-01-07 13:49:33	Thu	13	Lunch	0	50.2
76	76	2016-01-07 13:50:07	Thu	13	Lunch	0	34.82
93	93	2016-01-07 13:52:14	Thu	13	Lunch	0	51.52
96	96	2016-01-07 13:53:18	Thu	13	Lunch	0	22.98
95	95	2016-01-07 13:54:06	Thu	13	Lunch	0	43.69
97	97	2016-01-07 14:00:20	Thu	14	Lunch	0	29.32
89	89	2016-01-07 14:06:41	Thu	14	Lunch	0	59.85
87	87	2016-01-07 14:06:50	Thu	14	Lunch	0	33.85
91	91	2016-01-07 14:07:10	Thu	14	Lunch	0	21.12
94	94	2016-01-07 14:07:19	Thu	14	Lunch	0	38.93
86	86	2016-01-07 14:07:35	Thu	14	Lunch	0	104.03
99	99	2016-01-07 14:14:01	Thu	14	Lunch	0	33.13
98	98	2016-01-07 14:14:38	Thu	14	Lunch	0	29.63
2	2	2016-01-08 12:03:20	Fri	12	Lunch	0	33.44
1	1	2016-01-08 12:04:23	Fri	12	Lunch	0	38.11
3	3	2016-01-08 12:13:35	Fri	12	Lunch	0	29.6
4	4	2016-01-08 12:14:39	Fri	12	Lunch	0	29.6
5	5	2016-01-08 12:18:10	Fri	12	Lunch	0	19.07
6	6	2016-01-08 12:18:20	Fri	12	Lunch	0	36.62
35	35	2016-01-08 12:22:35	Fri	12	Lunch	0	31.94
7	7	2016-01-08 12:24:51	Fri	12	Lunch	0	24.39
8	8	2016-01-08 12:25:29	Fri	12	Lunch	0	36.83
22	22	2016-01-08 12:30:12	Fri	12	Lunch	0	58.64
33	33	2016-01-08 12:34:45	Fri	12	Lunch	0	41.13
25	25	2016-01-08 12:37:54	Fri	12	Lunch	0	170.37
36	36	2016-01-08 12:44:29	Fri	12	Lunch	0	41.12
41	41	2016-01-08 12:47:34	Fri	12	Lunch	0	39.34
30	30	2016-01-08 12:49:33	Fri	12	Lunch	0	52.92
27	27	2016-01-08 12:49:42	Fri	12	Lunch	0	41.29
28	28	2016-01-08 12:49:58	Fri	12	Lunch	0	26.04
29	29	2016-01-08 12:50:38	Fri	12	Lunch	0	124.03
11	11	2016-01-08 12:51:39	Fri	12	Lunch	0	43.36
42	42	2016-01-08 12:55:16	Fri	12	Lunch	0	36.08
43	43	2016-01-08 12:55:48	Fri	12	Lunch	0	57.04
14	14	2016-01-08 12:56:09	Fri	12	Lunch	0	29.47
16	16	2016-01-08 12:56:17	Fri	12	Lunch	0	31.11
13	13	2016-01-08 12:56:28	Fri	12	Lunch	0	40.27
18	18	2016-01-08 12:56:38	Fri	12	Lunch	0	38.24
15	15	2016-01-08 12:56:56	Fri	12	Lunch	0	41.98
26	26	2016-01-08 12:57:18	Fri	12	Lunch	0	45.24
37	37	2016-01-08 12:57:28	Fri	12	Lunch	0	39.92
17	17	2016-01-08 12:57:53	Fri	12	Lunch	0	41.13
10	10	2016-01-08 12:58:16	Fri	12	Lunch	0	27.95
9	9	2016-01-08 12:58:37	Fri	12	Lunch	0	57.04
51	51	2016-01-08 13:04:52	Fri	13	Lunch	0	45.89
55	55	2016-01-08 13:05:58	Fri	13	Lunch	0	26.86
53	53	2016-01-08 13:06:39	Fri	13	Lunch	0	33.86
40	40	2016-01-08 13:07:27	Fri	13	Lunch	0	37.97
38	38	2016-01-08 13:08:10	Fri	13	Lunch	0	24.53
63	63	2016-01-08 13:09:58	Fri	13	Lunch	0	69.25
56	56	2016-01-08 13:10:37	Fri	13	Lunch	0	70.73
21	21	2016-01-08 13:11:42	Fri	13	Lunch	0	56.73
24	24	2016-01-08 13:11:51	Fri	13	Lunch	0	37.55
66	66	2016-01-08 13:16:27	Fri	13	Lunch	0	52.86
67	67	2016-01-08 13:17:34	Fri	13	Lunch	0	52.62
44	44	2016-01-08 13:21:59	Fri	13	Lunch	0	32.76
46	46	2016-01-08 13:22:31	Fri	13	Lunch	0	30.73
60	60	2016-01-08 13:25:25	Fri	13	Lunch	0	33.17
58	58	2016-01-08 13:25:57	Fri	13	Lunch	0	26.58
59	59	2016-01-08 13:26:47	Fri	13	Lunch	0	31.83
73	73	2016-01-08 13:40:25	Fri	13	Lunch	0	60.02
85	85	2016-01-08 13:41:27	Fri	13	Lunch	0	24.93
76	76	2016-01-08 13:42:30	Fri	13	Lunch	0	24.76
77	77	2016-01-08 13:43:42	Fri	13	Lunch	0	77.57
75	75	2016-01-08 13:45:14	Fri	13	Lunch	0	58.74
72	72	2016-01-08 13:47:23	Fri	13	Lunch	0	43.15
95	95	2016-01-08 13:57:03	Fri	13	Lunch	0	93.6
87	87	2016-01-08 13:57:14	Fri	13	Lunch	0	38.8
94	94	2016-01-08 13:59:11	Fri	13	Lunch	0	43.41
98	98	2016-01-08 14:04:15	Fri	14	Lunch	0	27
99	99	2016-01-08 14:05:01	Fri	14	Lunch	0	21.92
97	97	2016-01-08 14:05:09	Fri	14	Lunch	0	34.54
96	96	2016-01-08 14:05:18	Fri	14	Lunch	0	44.14
88	88	2016-01-08 14:05:29	Fri	14	Lunch	0	35.53
86	86	2016-01-08 14:05:41	Fri	14	Lunch	0	28.67
89	89	2016-01-08 14:05:52	Fri	14	Lunch	0	27.27
90	90	2016-01-08 14:06:03	Fri	14	Lunch	0	27.13
82	82	2016-01-08 14:06:11	Fri	14	Lunch	0	32.58
92	92	2016-01-08 14:06:19	Fri	14	Lunch	0	20.78
83	83	2016-01-08 14:06:37	Fri	14	Lunch	0	19.31
80	80	2016-01-08 14:06:46	Fri	14	Lunch	0	31.39
81	81	2016-01-08 14:06:54	Fri	14	Lunch	0	38.41
84	84	2016-01-08 14:07:01	Fri	14	Lunch	0	18.79
93	93	2016-01-08 14:07:10	Fri	14	Lunch	0	52.1
71	71	2016-01-08 14:07:24	Fri	14	Lunch	0	58.66
1	1	2016-01-09 11:45:13	Sat	11	Lunch	0	40.88
2	2	2016-01-09 11:53:23	Sat	11	Lunch	0	19.68
4	4	2016-01-09 12:15:12	Sat	12	Lunch	0	32.31
5	5	2016-01-09 12:34:08	Sat	12	Lunch	0	88.76
7	7	2016-01-09 12:35:58	Sat	12	Lunch	0	48.15
10	10	2016-01-09 12:37:06	Sat	12	Lunch	0	49.87
14	14	2016-01-09 12:43:43	Sat	12	Lunch	0	90.17
15	15	2016-01-09 12:44:37	Sat	12	Lunch	0	55.77
9	9	2016-01-09 12:45:37	Sat	12	Lunch	0	92.49
18	18	2016-01-09 12:46:39	Sat	12	Lunch	0	36.08
3	3	2016-01-09 12:48:05	Sat	12	Lunch	0	45.34
13	13	2016-01-09 12:48:12	Sat	12	Lunch	0	67.85
16	16	2016-01-09 12:51:20	Sat	12	Lunch	0	78.16
21	21	2016-01-09 12:52:38	Sat	12	Lunch	0	23.04
19	19	2016-01-09 12:52:47	Sat	12	Lunch	0	25.38
